age,monthly_income,monthly_expenses,current_savings,existing_debt,dependents,years_to_goal,goal,annual_income,annual_expenses,annual_savings_capacity,savings_rate,debt_to_income,emergency_months,risk_label
48,41715,28972,357530,1443828,1,13,Retirement,500580,347664,152916,0.30547764593072035,2.884310200167805,12.340535689631368,Conservative
49,200481,152693,1758667,715054,1,12,Wealth Creation,2405772,1832316,573456,0.23836672801911404,0.2972243421238588,11.517666166752896,Aggressive
33,180378,113294,1204801,1458716,0,4,Retirement,2164536,1359528,805008,0.3719078823359833,0.6739162573410652,10.634287782230304,Moderate
55,175158,129574,648758,391637,0,30,Child Education,2101896,1554888,547008,0.26024503591043513,0.18632558413927236,5.006853226727584,Moderate
26,170448,61037,1752141,1108780,3,8,Child Education,2045376,732444,1312932,0.6419025157232704,0.5420910385181014,28.706210986778512,Moderate
38,86350,65556,108887,248827,4,5,Retirement,1036200,786672,249528,0.24081065431383902,0.24013414398764718,1.6609768747330527,Conservative
25,96425,35683,855544,245256,1,5,Retirement,1157100,428196,728904,0.6299403681617838,0.21195747990666322,23.976235182019447,Aggressive
45,192708,153194,2259164,344087,3,13,Child Education,2312496,1838328,474168,0.20504597629574278,0.14879463575288346,14.747078867318564,Moderate
22,111120,94005,1914018,21518,1,26,Retirement,1333440,1128060,205380,0.15402267818574514,0.01613720902327814,20.360810595181107,Aggressive
30,139889,69529,306629,410275,4,11,Emergency Fund,1678668,834348,844320,0.5029702120967339,0.24440508784345683,4.410087877000963,Conservative
50,207721,94546,1960592,594091,1,8,Emergency Fund,2492652,1134552,1358100,0.5448413978365211,0.2383369198748963,20.736911133205002,Moderate
25,190682,139709,2357643,71524,2,8,House Purchase,2288184,1676508,611676,0.26731941137600823,0.03125797575719435,16.875383833539715,Aggressive
53,166130,79163,1654461,748870,3,1,Emergency Fund,1993560,949956,1043604,0.5234876301691447,0.37564457553321695,20.899422710104467,Conservative
21,99637,77993,2374960,876004,0,13,Retirement,1195644,935916,259728,0.21722853959874344,0.7326628996590958,30.450937904683755,Moderate
38,234105,93974,2034601,591309,1,29,Retirement,2809260,1127688,1681572,0.5985818329382114,0.2104856795027872,21.650679975312322,Aggressive
52,95194,39312,1836418,735609,3,5,Wealth Creation,1142328,471744,670584,0.5870327961846334,0.6439560266403345,46.71392958892959,Aggressive
31,101917,85567,778271,282187,3,28,Emergency Fund,1223004,1026804,196200,0.16042465928157226,0.2307326877099339,9.095457360898477,Moderate
41,89200,61273,1766988,1050995,1,21,Child Education,1070400,735276,335124,0.3130829596412556,0.9818712630792227,28.83795472720448,Conservative
46,130848,101203,170635,1170407,0,8,Child Education,1570176,1214436,355740,0.22656058938615797,0.7453986049971468,1.6860666185785007,Conservative
45,131022,67104,722682,768976,0,17,House Purchase,1572264,805248,767016,0.4878417365022668,0.4890883464863407,10.769581545064378,Moderate
42,202691,139500,1040346,934644,1,23,Wealth Creation,2432292,1674000,758292,0.3117602656260021,0.38426471821639835,7.457677419354838,Aggressive
47,173226,112098,1906522,436700,3,23,Child Education,2078712,1345176,733536,0.3528800526479859,0.2100820123230154,17.007636175489303,Aggressive
33,175611,114423,1349328,1243517,0,13,House Purchase,2107332,1373076,734256,0.34842919862650973,0.5900906928761106,11.792454314255002,Moderate
53,85058,58797,272773,1224858,1,9,Emergency Fund,1020696,705564,315132,0.30874226998048393,1.2000223376989818,4.639233294215691,Conservative
54,87068,55521,2396517,340641,1,2,Wealth Creation,1044816,666252,378564,0.36232599807047366,0.3260296549823127,43.164154103852596,Aggressive
55,233385,131753,854938,632899,1,19,Wealth Creation,2800620,1581036,1219584,0.43546928894316256,0.22598531753683113,6.488945223258673,Aggressive
21,124932,60961,827400,1186135,3,20,Retirement,1499184,731532,767652,0.5120465533250088,0.7911870724340708,13.57261199783468,Aggressive
41,186445,136904,409821,586400,0,17,Emergency Fund,2237340,1642848,594492,0.26571374936308295,0.2620969544190869,2.993491789867352,Conservative
26,189226,87637,2330830,948614,3,7,Wealth Creation,2270712,1051644,1219068,0.5368659697927346,0.4177605966762848,26.596414756324382,Aggressive
48,162103,112852,2297732,1287616,2,30,House Purchase,1945236,1354224,591012,0.30382534561359137,0.6619330507969213,20.360578456739802,Moderate
37,249605,116482,192903,802792,0,26,Child Education,2995260,1397784,1597476,0.5333346687766671,0.26802080620714064,1.6560756168335022,Moderate
25,228047,151118,122951,757739,3,3,Emergency Fund,2736564,1813416,923148,0.3373383556898359,0.2768943097987111,0.8136092325202822,Conservative
51,47785,34574,325745,1040206,0,19,Emergency Fund,573420,414888,158532,0.27646751072512293,1.8140385755641588,9.421675247295656,Conservative
25,235000,107948,1799892,1393758,2,19,Wealth Creation,2820000,1295376,1524624,0.5406468085106383,0.4942404255319149,16.673694741912772,Aggressive
58,184741,70196,2189330,990671,4,24,Wealth Creation,2216892,842352,1374540,0.6200302044483899,0.4468738215483659,31.18881417744601,Aggressive
23,119475,49640,2333535,265161,1,9,Wealth Creation,1433700,595680,838020,0.584515589035363,0.18494873404477924,47.00916599516519,Aggressive
43,27282,17815,1228402,348405,3,10,House Purchase,327384,213780,113604,0.3470053515138186,1.0642090022725608,68.9532416502947,Conservative
57,190696,147736,2187045,191196,2,29,Retirement,2288352,1772832,515520,0.22528002684901624,0.08355183118681042,14.803737748416093,Aggressive
57,204510,76179,368943,1492741,2,14,Wealth Creation,2454120,914148,1539972,0.6275047674930321,0.6082591723306113,4.843106367896665,Aggressive
30,245972,176380,533223,590608,0,18,Retirement,2951664,2116560,835104,0.282926511960711,0.20009323554442512,3.023148883093321,Aggressive
30,92534,48178,1343921,1283643,0,26,Retirement,1110408,578136,532272,0.4793481314976117,1.1560102232692848,27.894910540080534,Moderate
39,187777,110650,940243,1444988,1,15,Emergency Fund,2253324,1327800,925524,0.4107372042369406,0.6412695200512665,8.49745142340714,Conservative
37,194316,158256,2356038,337232,0,26,Child Education,2331792,1899072,432720,0.1855740134626073,0.14462353417457474,14.887511373976341,Aggressive
41,99964,51579,1210283,1229362,3,1,Child Education,1199568,618948,580620,0.48402424872954264,1.024837274752244,23.464646464646464,Conservative
34,193509,112751,1602828,1342641,3,30,House Purchase,2322108,1353012,969096,0.41733459425659786,0.5781992052049258,14.215643320236628,Aggressive
29,233944,83480,441001,854967,3,25,House Purchase,2807328,1001760,1805568,0.6431624662312349,0.3045483107068358,5.282714422616196,Aggressive
21,230950,90255,32336,1113926,4,6,Child Education,2771400,1083060,1688340,0.6092011257848019,0.40193620552789205,0.3582737798459919,Conservative
33,144006,69021,883907,181417,3,30,Child Education,1728072,828252,899820,0.5207074705220616,0.10498231555166683,12.806348792396516,Aggressive
24,229054,83358,1489204,240678,0,15,Emergency Fund,2748648,1000296,1748352,0.6360770822600784,0.08756232154863046,17.865159912665852,Aggressive
21,75583,50314,868182,343275,0,25,Emergency Fund,906996,603768,303228,0.33432120979585356,0.3784746569995899,17.255276861310968,Moderate
60,63392,35702,1945656,1070639,3,6,Child Education,760704,428424,332280,0.4368059061080263,1.4074318000168264,54.4971150075626,Conservative
52,32461,20258,448670,1389666,2,18,Wealth Creation,389532,243096,146436,0.3759280367209883,3.567527186469918,22.147793464310396,Conservative
54,125123,54719,869104,1225619,2,1,Wealth Creation,1501476,656628,844848,0.5626783245286638,0.8162761176335819,15.883038798223652,Aggressive
48,35516,17685,309372,134670,2,30,Emergency Fund,426192,212220,213972,0.5020554116454555,0.3159843450839058,17.493469041560644,Moderate
51,235357,160492,34429,10564,1,24,Retirement,2824284,1925904,898380,0.318091240116079,0.00374041704021267,0.21452159609201704,Moderate
28,173586,144536,1152870,766412,4,3,Child Education,2083032,1734432,348600,0.16735220582305024,0.3679309775365909,7.976351912326341,Conservative
59,146251,54874,1252663,751794,3,17,House Purchase,1755012,658488,1096524,0.6247957278924589,0.4283697205489193,22.827987753763168,Moderate
46,192340,152947,894506,311869,1,16,Wealth Creation,2308080,1835364,472716,0.20480919205573464,0.13512053308377525,5.848470385166103,Aggressive
54,246558,157412,863810,105940,2,8,Retirement,2958696,1888944,1069752,0.3615619854151964,0.035806314673761684,5.487574009605367,Moderate
23,192860,121879,57310,977444,3,28,Wealth Creation,2314320,1462548,851772,0.3680441771233019,0.4223460886999205,0.47022046455911193,Aggressive
32,231821,139124,219899,586373,1,17,Retirement,2781852,1669488,1112364,0.3998645506662468,0.21078511725282295,1.5805971651188868,Moderate
21,217121,83525,448472,1320985,0,8,Child Education,2605452,1002300,1603152,0.6153066723163582,0.5070079970768987,5.3693145764741095,Moderate
25,87493,34554,227500,1189353,2,17,Child Education,1049916,414648,635268,0.6050655481009909,1.132807767478541,6.583897667419112,Conservative
50,61027,39695,119862,186351,1,25,Child Education,732324,476340,255984,0.3495501990922051,0.2544652366985105,3.0195742536843433,Moderate
50,118547,61701,1040498,1139656,0,30,Emergency Fund,1422564,740412,682152,0.47952288965557965,0.801128103902531,16.863551644219704,Conservative
37,198921,160854,2418185,473050,2,9,Retirement,2387052,1930248,456804,0.19136742727012232,0.19817331168319752,15.03341539532744,Aggressive
43,125127,69232,1382148,456195,4,12,House Purchase,1501524,830784,670740,0.4467061465551,0.303821317541378,19.964005084354056,Aggressive
35,173930,73335,2489798,317972,2,29,House Purchase,2087160,880020,1207140,0.578364859426206,0.15234672952720443,33.951019295016025,Aggressive
57,240234,169931,387968,1427604,4,25,Child Education,2882808,2039172,843636,0.29264383892371604,0.4952130006576921,2.2830913723805546,Conservative
41,104003,51655,811841,778894,4,19,House Purchase,1248036,619860,628176,0.5033316346643847,0.624095779288418,15.716600522698673,Moderate
34,208467,127735,1111014,1028520,4,4,Wealth Creation,2501604,1532820,968784,0.3872651306921479,0.4111442098749442,8.69780404744197,Aggressive
22,64758,45260,261482,1319204,3,21,Retirement,777096,543120,233976,0.3010902127922419,1.6976075028053161,5.777330976579761,Conservative
31,79312,63460,805372,1373368,3,22,Retirement,951744,761520,190224,0.19986887230179545,1.4430014793894157,12.691017964071856,Conservative
59,93670,69886,2081439,1370665,4,25,Retirement,1124040,838632,285408,0.25391267214689867,1.2194094516209388,29.783347165383624,Conservative
58,107279,73827,732222,709038,0,29,Wealth Creation,1287348,885924,401424,0.3118224442808005,0.5507741496471816,9.918078751676216,Aggressive
54,40434,27892,1880966,86332,4,11,Emergency Fund,485208,334704,150504,0.3101844981945887,0.1779278165240474,67.43747311056934,Moderate
58,220119,181149,1275950,881037,1,28,Wealth Creation,2641428,2173788,467640,0.17704060076594932,0.3335457184522917,7.0436491506991485,Aggressive
54,203847,101497,1820266,1304116,4,4,Retirement,2446164,1217964,1228200,0.5020922554661094,0.5331269694100641,17.934185246854586,Moderate
38,100769,35325,357766,254547,3,14,Retirement,1209228,423900,785328,0.6494457620895315,0.21050372634441147,10.127841472045294,Aggressive
50,91677,44552,1570531,952865,3,14,Retirement,1100124,534624,565500,0.5140329635568354,0.8661432711221644,35.251638534745915,Moderate
35,108555,49820,101948,796747,1,6,House Purchase,1302660,597840,704820,0.5410621344019161,0.611630816943792,2.046326776395022,Conservative
47,153379,104438,2371809,310112,1,29,Emergency Fund,1840548,1253256,587292,0.31908540282568015,0.16848895003009973,22.710210842796684,Moderate
54,241992,161373,1668655,271251,2,17,Wealth Creation,2903904,1936476,967428,0.3331473767727859,0.09340907963899633,10.340360531191712,Aggressive
58,201806,130514,1635270,580069,0,2,Retirement,2421672,1566168,855504,0.3532699721514722,0.23953243874480112,12.529460441025483,Moderate
53,126665,45361,1109100,266013,0,8,Child Education,1519980,544332,975648,0.6418821300280266,0.17501085540599218,24.45051916844867,Aggressive
44,244575,174721,2271556,455911,0,4,Emergency Fund,2934900,2096652,838248,0.2856138198916488,0.15534123820232376,13.001047384115246,Moderate
35,196675,100651,2227312,453638,3,10,Child Education,2360100,1207812,1152288,0.48823693911274946,0.19221134697682302,22.129059820568102,Aggressive
50,232780,158878,1215412,1336371,0,7,Emergency Fund,2793360,1906536,886824,0.3174757281553398,0.47840987198212903,7.649970417553091,Conservative
37,237998,149531,1751499,1367694,2,4,Retirement,2855976,1794372,1061604,0.37171320767401406,0.4788884780544374,11.71328353318041,Moderate
25,93803,48905,500891,494509,2,16,Emergency Fund,1125636,586860,538776,0.4786414080573116,0.4393151960313991,10.242122482363767,Moderate
49,195404,81539,1236018,23446,0,14,Emergency Fund,2344848,978468,1366380,0.5827158092976602,0.009998942362148848,15.15861121671838,Moderate
24,116703,46355,588933,1217756,1,16,Retirement,1400436,556260,844176,0.6027951295168076,0.8695549100423011,12.704843059001186,Moderate
30,46312,35463,404903,528111,2,25,Child Education,555744,425556,130188,0.23425893936776646,0.9502774658835723,11.417618362800665,Moderate
37,249448,201853,801608,144526,1,9,Child Education,2993376,2422236,571140,0.19080128924665662,0.04828193985653657,3.9712464020846854,Moderate
30,240598,162378,1154077,659292,3,4,House Purchase,2887176,1948536,938640,0.32510660936499886,0.22835185662391208,7.107348286097871,Moderate
37,200251,80444,1186026,927724,2,29,Child Education,2403012,965328,1437684,0.5982841533874987,0.38606715239041667,14.743498582865099,Aggressive
40,227514,125363,1788407,205162,1,24,Child Education,2730168,1504356,1225812,0.44898775459971696,0.0751462913637549,14.26582803538524,Aggressive
44,142961,102141,1347676,1116541,0,6,Emergency Fund,1715532,1225692,489840,0.28553241793216333,0.6508424208933439,13.194270665061042,Conservative
25,65379,48374,951398,466196,3,1,House Purchase,784548,580488,204060,0.2600988084859053,0.5942224057673973,19.667548683176914,Conservative
54,42297,17304,2096664,272654,4,7,Retirement,507564,207648,299916,0.5908929711327044,0.5371815179957602,121.16643550624133,Moderate
26,27011,9454,1560710,1485837,4,1,Retirement,324132,113448,210684,0.6499944467068972,4.584049091111029,165.08462026655383,Conservative
22,145234,102545,1609573,665897,0,19,Wealth Creation,1742808,1230540,512268,0.29393255022928516,0.38208282266319643,15.696260178458237,Aggressive
33,69014,36459,2497724,105935,3,8,House Purchase,828168,437508,390660,0.4717158837337352,0.12791486751480377,68.507748429743,Aggressive
31,167810,80085,2286898,855566,3,25,Emergency Fund,2013720,961020,1052700,0.5227638400572076,0.42486840275708637,28.555884372853843,Moderate
43,119333,42536,1587043,757993,3,3,Wealth Creation,1431996,510432,921564,0.6435520769611088,0.5293261992351934,37.31058397592627,Aggressive
36,203570,126243,120025,501443,3,1,Wealth Creation,2442840,1514916,927924,0.37985459547084544,0.20527050482225606,0.9507457839246533,Aggressive
51,36120,28013,1219728,253978,4,1,Retirement,433440,336156,97284,0.22444629014396456,0.5859588409007014,43.54149858994038,Conservative
31,164839,136621,1563992,669142,1,7,Child Education,1978068,1639452,338616,0.17118521709061568,0.338280584893947,11.447669099186802,Moderate
36,47852,30284,2301636,376924,3,21,Emergency Fund,574224,363408,210816,0.3671319903034356,0.6564058625205494,76.00171707832519,Conservative
28,104239,63297,1979484,387688,1,13,House Purchase,1250868,759564,491304,0.3927704601924424,0.3099351810103064,31.272951324707332,Aggressive
24,157001,61627,210043,516404,3,30,Wealth Creation,1884012,739524,1144488,0.6074738377462564,0.2740980418383747,3.4082950654745483,Aggressive
60,233559,145842,2025789,337864,2,1,Emergency Fund,2802708,1750104,1052604,0.37556677327784416,0.12054912605951101,13.89029909079689,Conservative
24,116575,62949,787128,1070648,2,16,Retirement,1398900,755388,643512,0.4600128672528415,0.7653499177925512,12.504217700042892,Moderate
45,120040,78454,335104,81015,2,22,Wealth Creation,1440480,941448,499032,0.346434521826058,0.05624166944351883,4.271343717337548,Aggressive
23,173510,94452,2351774,225075,3,30,Wealth Creation,2082120,1133424,948696,0.4556394444124258,0.10809895683245922,24.899144539025112,Aggressive
52,204587,96186,454368,1121322,1,22,Retirement,2455044,1154232,1300812,0.5298528254483422,0.45674211948950816,4.723847545380825,Moderate
23,30744,12220,1940773,176774,4,14,Retirement,368928,146640,222288,0.6025240697371845,0.4791558244427097,158.81939443535188,Aggressive
47,239892,121735,1903145,364404,0,4,Retirement,2878704,1460820,1417884,0.492542477448185,0.12658613042535807,15.633507208280282,Aggressive
49,198489,79062,1187498,399273,4,23,Emergency Fund,2381868,948744,1433124,0.6016806976709037,0.16763019613177557,15.01983253649035,Aggressive
52,163141,71528,536576,128259,3,23,Emergency Fund,1957692,858336,1099356,0.5615571805983781,0.06551541304760912,7.501621742534392,Moderate
39,67359,56828,1508204,30916,2,12,Emergency Fund,808308,681936,126372,0.15634139461690347,0.03824779663197692,26.53980432181319,Moderate
41,175871,100607,1374596,551556,2,25,Child Education,2110452,1207284,903168,0.42795003155722094,0.26134496306952254,13.663025435605872,Aggressive
25,123746,76219,1153009,23259,1,12,Wealth Creation,1484952,914628,570324,0.38406898000743456,0.015663132545698448,15.127579737335834,Aggressive
38,249834,196571,2190856,446799,3,17,Emergency Fund,2998008,2358852,639156,0.21319356052418806,0.1490319572195938,11.145367322748523,Moderate
48,145906,123696,551149,603688,4,21,Child Education,1750872,1484352,266520,0.15222129316135047,0.34479276611882537,4.455673586858103,Conservative
42,226260,145113,258366,296437,3,15,Wealth Creation,2715120,1741356,973764,0.35864492177141344,0.10918007307227673,1.7804469620226995,Aggressive
41,245931,185982,344058,1055619,3,10,Emergency Fund,2951172,2231784,719388,0.24376349463874014,0.3576948412359564,1.8499532212794787,Conservative
26,32597,16737,1132464,107009,2,3,Retirement,391164,200844,190320,0.4865478418259349,0.2735655632931456,67.66230507259365,Aggressive
21,72093,36253,885718,958146,4,23,House Purchase,865116,435036,430080,0.4971356442373046,1.1075347121079717,24.431578076297136,Moderate
25,193298,106575,233596,1257713,0,20,Emergency Fund,2319576,1278900,1040676,0.44864923589483596,0.5422167672022818,2.1918461177574478,Conservative
32,228199,156602,88515,161940,2,20,House Purchase,2738388,1879224,859164,0.31374808829135975,0.05913698131893654,0.5652226663771854,Moderate
46,139650,96511,436740,809716,4,29,Emergency Fund,1675800,1158132,517668,0.3089079842463301,0.48318176393364365,4.525287272953342,Conservative
54,247441,125605,2386361,637547,1,12,Retirement,2969292,1507260,1462032,0.4923840430648114,0.21471347378432298,18.998933163488715,Aggressive
34,233434,97249,1233013,1149380,2,1,House Purchase,2801208,1166988,1634220,0.5833983053025694,0.410315835168256,12.678927289740768,Moderate
46,182489,121573,1913884,69000,1,1,Child Education,2189868,1458876,730992,0.3338064212089496,0.03150874847251067,15.742673126434324,Moderate
47,174765,72381,961208,84179,2,10,Retirement,2097180,868572,1228608,0.5858381254827911,0.0401391392250546,13.279838631685111,Aggressive
29,235746,150699,208929,784514,3,18,House Purchase,2828952,1808388,1020564,0.3607569163421649,0.2773161227196502,1.3863993788943523,Conservative
46,145956,101689,2358692,1072456,4,15,House Purchase,1751472,1220268,531204,0.30329003261256815,0.6123169539678625,23.195153851449025,Moderate
42,140598,98461,2080035,1442047,1,2,Retirement,1687176,1181532,505644,0.29969843098763854,0.8547104747815284,21.125470998669524,Conservative
50,209233,152057,1684005,394718,2,17,Retirement,2510796,1824684,686112,0.27326473357453174,0.15720831162706966,11.074827202956786,Aggressive
37,158241,124445,2073780,725552,1,8,Retirement,1898892,1493340,405552,0.21357296781491522,0.3820922938218709,16.664229177548314,Moderate
46,240164,144093,2363628,469054,2,22,Wealth Creation,2881968,1729116,1152852,0.40002248463549905,0.16275475647196638,16.40348941308738,Aggressive
56,178124,127380,1433110,857398,2,22,Child Education,2137488,1528560,608928,0.2848801958186432,0.4011241232699318,11.250667294708746,Moderate
21,227921,150333,1427576,172438,0,26,Emergency Fund,2735052,1803996,931056,0.3404161968401332,0.06304743017683027,9.496092009073191,Moderate
28,229923,101929,1921209,420641,0,26,House Purchase,2759076,1223148,1535928,0.5566820196326596,0.15245719943923255,18.848502388917776,Aggressive
55,33036,11986,42995,445544,0,9,Emergency Fund,396432,143832,252600,0.63718367841143,1.1238850546878154,3.5871016185549807,Conservative
35,56778,27950,898752,769640,1,21,Retirement,681336,335400,345936,0.5077318679770334,1.1296041894160884,32.155706618962434,Moderate
42,183806,105048,1673005,1382414,3,20,Child Education,2205672,1260576,945096,0.4284843802705026,0.6267541139389718,15.926100449318406,Moderate
34,179245,118042,2069079,1447598,2,11,Child Education,2150940,1416504,734436,0.3414488549192446,0.6730071503621672,17.528328899883093,Moderate
46,186475,144514,1732355,479490,4,6,Wealth Creation,2237700,1734168,503532,0.2250221209277383,0.21427805335835903,11.987454502677942,Aggressive
48,222393,99659,461168,803538,0,24,Retirement,2668716,1195908,1472808,0.5518788810798901,0.30109535821721006,4.627459637363409,Aggressive
43,227747,94008,709197,56731,1,14,House Purchase,2732964,1128096,1604868,0.587226176415057,0.020758048770492404,7.544006893030381,Aggressive
34,162416,135087,1772813,1123586,1,1,Wealth Creation,1948992,1621044,327948,0.1682654418283913,0.5764959527796933,13.12349078741848,Aggressive
44,43800,17696,519471,249091,1,7,Retirement,525600,212352,313248,0.5959817351598173,0.4739174277016743,29.355278028933093,Aggressive
22,50372,29681,1900695,1343319,4,24,Wealth Creation,604464,356172,248292,0.41076391646152627,2.2223308584134043,64.03743135339106,Conservative
46,86516,55610,775027,71326,4,9,Emergency Fund,1038192,667320,370872,0.3572287206990614,0.06870212831537904,13.936827908649523,Moderate
34,45538,28264,1105852,773164,0,11,Retirement,546456,339168,207288,0.3793315472791954,1.4148696326877186,39.12581375601472,Conservative
27,88918,34946,1627387,337850,4,24,House Purchase,1067016,419352,647664,0.6069862120155649,0.3166306784528067,46.56862015681337,Aggressive
23,171045,64742,2433911,1163594,0,23,House Purchase,2052540,776904,1275636,0.621491420386448,0.5669044208639052,37.594003892372804,Aggressive
43,96155,38725,509858,1493156,4,16,Retirement,1153860,464700,689160,0.5972648328220062,1.294053004697277,13.166120077469335,Conservative
38,84500,54316,30514,488968,4,19,Wealth Creation,1014000,651792,362208,0.35720710059171595,0.48221696252465485,0.5617865822225495,Moderate
58,192647,119859,2164608,458128,4,2,Child Education,2311764,1438308,873456,0.37783095506288705,0.19817247781347924,18.059620053562938,Moderate
55,198333,92595,2124385,54645,0,15,Retirement,2379996,1111140,1268856,0.533133669132217,0.022960122622054827,22.942761488201306,Aggressive
35,135659,90740,1331822,471426,2,3,House Purchase,1627908,1088880,539028,0.3311169918693194,0.28959007511480994,14.677341855851884,Moderate
45,52716,40065,916977,81588,0,4,Emergency Fund,632592,480780,151812,0.2399840655588436,0.1289741255026937,22.887233245975292,Moderate
57,159308,59069,648373,1228190,2,20,House Purchase,1911696,708828,1202868,0.6292151053305547,0.6424609352114562,10.976535915624101,Moderate
48,171920,102991,653389,113693,1,22,Child Education,2063040,1235892,827148,0.40093648208469057,0.05510945013184427,6.3441368663281255,Aggressive
30,27352,19000,1177260,10567,1,28,House Purchase,328224,228000,100224,0.30535244223457153,0.0321944769425758,61.961052631578944,Aggressive
59,158004,75234,1395520,1311039,0,7,Child Education,1896048,902808,993240,0.523847497531708,0.6914587605377079,18.54906026530558,Moderate
37,101449,51118,2058170,1138581,2,12,Retirement,1217388,613416,603972,0.49612120375755303,0.9352655028635077,40.26311671035643,Moderate
59,33556,22040,1983853,1053367,2,4,House Purchase,402672,264480,138192,0.34318750745023247,2.6159430007549567,90.01147912885662,Conservative
42,111836,89353,1007886,490488,2,10,Wealth Creation,1342032,1072236,269796,0.20103544475839621,0.3654815980542938,11.279822725593993,Aggressive
46,161570,121979,147602,131401,1,6,Wealth Creation,1938840,1463748,475092,0.24503930185059108,0.0677729982876359,1.2100607481615688,Aggressive
45,232190,148965,1981328,205459,0,25,House Purchase,2786280,1787580,998700,0.35843490245057924,0.0737395380220222,13.300627664216426,Aggressive
37,75098,53703,1370093,61032,3,30,House Purchase,901176,644436,256740,0.2848944046445977,0.06772483954299716,25.512410852280134,Aggressive
33,220458,117374,213691,699438,2,22,Emergency Fund,2645496,1408488,1237008,0.46759019858657885,0.2643882281432291,1.820599110535553,Moderate
40,137169,91969,2395339,875094,2,14,House Purchase,1646028,1103628,542400,0.3295205184844972,0.5316398019960779,26.0450695342996,Moderate
45,165641,96583,2349514,862132,3,3,Emergency Fund,1987692,1158996,828696,0.4169136868287441,0.4337352064605583,24.326372135883126,Conservative
24,151060,67216,2314160,1492737,0,17,Emergency Fund,1812720,806592,1006128,0.5550377333509864,0.8234790811598041,34.428707450607,Moderate
30,212954,149252,301383,579897,2,11,Emergency Fund,2555448,1791024,764424,0.2991350244653775,0.2269257680062361,2.019289523758476,Conservative
23,226465,142272,1210064,191634,0,10,Emergency Fund,2717580,1707264,1010316,0.37177047225840637,0.07051641534011878,8.505285650022492,Moderate
38,155544,82331,568694,614333,2,26,Retirement,1866528,987972,878556,0.4706899655402973,0.3291314140479007,6.907410331466884,Aggressive
56,25340,20415,1581023,792135,4,29,Wealth Creation,304080,244980,59100,0.19435674822415153,2.6050217048145226,77.44418319862847,Conservative
42,200021,72100,2023146,748005,2,21,Emergency Fund,2400252,865200,1535052,0.6395378485259048,0.31163602821703723,28.060277392510404,Aggressive
54,107302,54497,499969,1373835,4,10,Wealth Creation,1287624,653964,633660,0.492115710797562,1.0669535516579374,9.174248123749932,Moderate
28,218515,82694,2326249,1026457,0,10,Emergency Fund,2622180,992328,1629852,0.6215637370432235,0.39145176913865565,28.130807555566303,Moderate
60,247740,181658,702346,219162,2,3,Wealth Creation,2972880,2179896,792984,0.2667393234842981,0.0737204327117139,3.866309218421429,Aggressive
39,230099,161311,1024411,1076252,1,24,House Purchase,2761188,1935732,825456,0.2989495825709803,0.38977860254354285,6.3505340615333115,Moderate
57,25138,12963,821123,744700,1,26,House Purchase,301656,155556,146100,0.48432651762272255,2.468706075794945,63.34359330401913,Conservative
26,156430,107597,220919,1216571,3,15,Wealth Creation,1877160,1291164,585996,0.3121715783417503,0.6480912655287775,2.0532078031915386,Moderate
46,144619,79246,219542,1340522,1,17,Emergency Fund,1735428,950952,784476,0.4520360395245438,0.7724446073245332,2.770385886984832,Conservative
54,231322,168431,1740342,1401051,4,27,Retirement,2775864,2021172,754692,0.27187643198658146,0.5047260960911629,10.332670351657356,Moderate
26,110376,63697,1839833,456120,1,18,Wealth Creation,1324512,764364,560148,0.4229089657171849,0.3443683409436834,28.88413897043817,Aggressive
57,124931,69479,1970500,977666,1,19,Child Education,1499172,833748,665424,0.4438610112782256,0.6521373131301812,28.36108752284863,Moderate
53,186726,152623,913061,1173362,1,19,Retirement,2240712,1831476,409236,0.18263659051230144,0.5236558736687267,5.982460048616526,Moderate
42,181951,86506,1243045,851601,2,12,Child Education,2183412,1038072,1145340,0.5245643057746316,0.39003220647317133,14.369465701801031,Moderate
41,106532,43701,667601,546363,3,24,Wealth Creation,1278384,524412,753972,0.5897852288514249,0.427385668156047,15.27656117708977,Aggressive
26,80778,51881,1956983,730076,0,5,Emergency Fund,969336,622572,346764,0.3577335413107529,0.753171242995205,37.72061062816831,Conservative
26,62772,52393,1424568,1057880,3,24,Child Education,753264,628716,124548,0.16534442107946218,1.4043947407549013,27.190044471589715,Conservative
24,83478,44987,780956,129851,4,27,Wealth Creation,1001736,539844,461892,0.461091545077745,0.12962596931726522,17.359592771245026,Aggressive
50,220425,83985,183543,1431449,2,16,Retirement,2645100,1007820,1637280,0.6189860496767609,0.5411700880874069,2.1854259689230218,Moderate
31,51762,26898,391557,1108198,2,30,Emergency Fund,621144,322776,298368,0.48035238205633474,1.7841241322463068,14.557104617443676,Conservative
50,169355,102115,519964,1364935,1,15,Child Education,2032260,1225380,806880,0.3970358123468454,0.6716340428882132,5.091945355726387,Conservative
51,219994,94808,2171365,997650,1,15,Wealth Creation,2639928,1137696,1502232,0.5690427920761475,0.3779080338554688,22.902761370348493,Aggressive
44,195492,132749,819458,1454313,4,27,Emergency Fund,2345904,1592988,752916,0.32094919485196327,0.6199371329773086,6.172988120437819,Conservative
29,80568,68392,2464480,1297685,2,6,Emergency Fund,966816,820704,146112,0.1511269983119849,1.3422254079369809,36.034623932623695,Conservative
